1000 0.0
1500 9.999752044677735e-05
2000 4.043102264404297e-05
2500 1.999855041503906e-05
3000 4.0826797485351565e-05
3500 7.999897003173829e-05
4000 0.0001009511947631836
4500 0.00018002033233642577
5000 8.000373840332031e-05
5500 6.000041961669922e-05
6000 0.0001457786560058594
6500 0.00024087905883789064
7000 0.00016286849975585938
7500 0.0006121110916137696
8000 0.00018723011016845702
8500 0.00028069496154785155
9000 0.0003163309097290039
9500 0.0004603076934814453
10000 0.00043699760437011718
