1000 2.0450475264568717e-05
1500 0.00012254228397291534
2000 8.167539324079241e-05
2500 4.081823387924506e-05
3000 6.122491797622369e-05
3500 8.176784126126037e-05
4000 0.00016327293551698024
4500 0.00016349189135493063
5000 0.00020424200564014668
5500 0.0003263463779371612
6000 0.00020405710959921078
6500 0.00020426633406658563
7000 0.0002858444136016223
7500 0.0003676657774010483
8000 0.0003063678741455078
8500 0.00046918830093072386
9000 0.0004896728359923071
9500 0.00044918060302734375
10000 0.0004687601206253986
