1000 0.0001711702346801758
1500 0.0001605844497680664
2000 0.00037042617797851564
2500 0.0004204607009887695
3000 0.0006022167205810547
3500 0.0005379152297973632
4000 0.0006873893737792968
4500 0.0007450580596923828
5000 0.0006766843795776367
5500 0.0007751893997192383
6000 0.0009563398361206054
6500 0.0009690523147583008
7000 0.0010354042053222657
7500 0.00100588321685791
8000 0.0011301279067993165
8500 0.0012868547439575195
9000 0.00142641544342041
9500 0.0012985897064208985
10000 0.0013729190826416015
