1000 0.0001651287078857422
1500 0.00012563228607177736
2000 0.0002008819580078125
2500 0.0002267169952392578
3000 0.0002918863296508789
3500 0.0003915119171142578
4000 0.000420994758605957
4500 0.00047208786010742186
5000 0.0005625867843627929
5500 0.0005946731567382812
6000 0.000659933090209961
6500 0.0006656932830810547
7000 0.000746769905090332
7500 0.0007709217071533203
8000 0.0009093475341796875
8500 0.0008820676803588867
9000 0.0009725046157836914
9500 0.0009733057022094727
10000 0.0010204982757568359
