1000 0.00015999317169189452
1500 0.0003000879287719727
2000 0.00022002220153808595
2500 0.00033997535705566407
3000 0.0005594253540039063
3500 0.0005399370193481445
4000 0.0005598735809326172
4500 0.0005803251266479492
5000 0.0006795310974121093
5500 0.000839686393737793
6000 0.0008598518371582031
6500 0.0007799386978149414
7000 0.0009400177001953125
7500 0.0009803724288940429
8000 0.0009799003601074219
8500 0.001060652732849121
9000 0.0012001800537109375
9500 0.0012199592590332032
10000 0.0013000917434692382
