100 0.0010005950927734375
150 0.002800130844116211
200 0.004000711441040039
250 0.0060001850128173825
300 0.008601140975952149
350 0.011400318145751953
400 0.017200422286987305
450 0.019800376892089844
500 0.02220044136047363
550 0.030199861526489256
600 0.0354001522064209
650 0.04160056114196777
700 0.04539952278137207
750 0.05140109062194824
800 0.06080117225646973
850 0.06819977760314941
900 0.081199312210083
950 0.08779959678649903
1000 0.09860057830810547
1500 0.21280031204223632
2000 0.3540003299713135
2500 0.5987995147705079
3000 0.8866018772125244
3500 1.1885998725891114
4000 1.5827990531921388
4500 1.9755998134613038
5000 2.4388004302978517
5500 2.9956006526947023
6000 3.583763313293457
6500 4.172708415985108
7000 4.613400840759278
7500 5.34059886932373
8000 5.85880069732666
8500 7.837799739837647
9000 8.22779974937439
9500 8.210110664367676
10000 10.566906929016113
